paramID,beta0,sigma0,kappa,delta,omega,gamma,rho,nPulse,theta,Nall,tc,tau,A
4321,1.7784e-01,8.6271e-04,2.0155e+00,1.6349e-04,2.8499e-03,5.8076e-05,7.32601,21,0.11923,1,"423.3|494.3|365.4|280.8|81.38|641.9|221.2|399.4|202|55.62|437|507.7|149.7|565.9|174.7|259.4|262.8|21.5|427.3|682.7|222","0.4976|6.935|9.578|0.6957|5.404|5.352|2.952|0.459|1.872|0.4069|4.957|1.336|3.831|2.093|4.533|0.2856|0.3963|9.065|2.73|2.027|1.304","47.45|0.09278|5.524|1.687|0.322|7.359|65.46|8.307|0.001704|0.004004|0.001107|0.03352|14.39|37.24|0.1048|0.169|0.0006434|0.0001351|0.01294|0.05322|0.008727"
4322,1.5516e-03,1.6519e-03,9.1604e-01,7.5552e-04,2.6814e-01,9.8352e-05,1.12876,9,0.68356,1,"124.3|197|549.5|649.3|707.8|51.08|547.9|102.1|151.1","2.16|4.892|3.191|0.4523|0.9935|0.6878|0.2328|0.2632|11.74","5.646|0.01139|0.153|2.918|0.001788|0.0002389|0.0005508|0.04137|0.0003984"
4323,3.8014e-02,3.7798e-03,8.0279e+00,3.7639e-04,1.2818e-02,1.4201e-03,4.75266,8,0.02133,1,"103.5|653.4|646|140|187|256.7|118.2|66.35","1.014|5.837|1.307|6.837|2.603|0.4643|0.7004|0.3861","0.0009096|0.001949|0.08323|42.53|0.002738|0.0003166|0.4606|0.01615"
4324,8.6946e-01,4.5359e-04,3.7367e+00,1.2480e-02,1.6471e-02,1.3753e-03,9.78159,10,0.59923,1,"654.2|179.7|337.1|430.1|584.5|463.1|547.6|552|609.9|78.37","2.42|0.7352|9.946|0.3863|0.5958|0.9229|2.555|3.356|0.6558|0.2711","0.3313|1.99|0.0001539|0.003966|0.0004472|0.0001944|0.002992|1.029|0.8153|34.27"
4325,1.6910e-03,1.2409e-02,6.1471e-01,2.4136e-02,3.7918e-02,3.8787e-05,1.09270,4,0.09378,1,"231.4|150.9|623.5|166.9","0.2012|1.737|5.742|1.46","0.000106|0.1322|30.94|0.00163"
4326,9.9277e+00,1.9760e-04,3.7105e-01,2.7648e-01,1.8489e-04,4.4663e-03,1.55642,76,0.24899,1,"431.5|482.1|116|188.6|342.1|591.7|203.7|502.8|424.6|462.8|313.9|528.4|528|578.9|517.1|62.62|427.6|178.9|61.86|294.5|707|637.9|653.8|74.46|599.4|278.3|243.5|310.6|274.6|496.4|656.1|654.6|695.5|168.6|668.2|575.5|548.4|299.3|649.4|347.4|681.3|405.4|275.3|429.9|688|691.2|38.62|48.55|152.7|707.7|420.4|646.9|96.35|471.6|426.5|637.4|55.63|382.2|588.2|59.53|84.44|428.8|449|418.1|398.3|381.6|219.6|601.7|75.72|432.1|336.7|396.7|205.4|200.3|31.98|30.44","10.2|3.582|4.392|1.757|0.3466|1.098|0.3296|1.946|0.3223|0.9013|5.751|0.4617|0.2984|11.89|0.4085|0.2353|7.787|0.4074|0.8867|11.59|2.071|6.527|3.749|0.3097|0.2577|0.4697|1.608|8.255|1.938|0.6275|1.536|0.5703|3.675|2.111|2.334|0.3204|6.616|0.2275|7.348|10.8|2.621|2.159|9.079|7.295|0.5147|1.083|6.975|1.788|5.565|0.5276|0.6524|0.5523|0.7328|2.208|0.2146|0.7219|0.6675|1.9|9.872|3.635|0.373|0.9366|0.5142|3.065|0.4104|1.997|0.5134|1.655|1.496|0.6042|0.5571|0.9417|10.52|0.2938|3.765|2.743","0.008465|86.51|0.001115|0.009355|0.0001037|32.82|0.004532|12.81|0.0005837|0.04047|0.000361|59.3|8.913|36.37|0.001396|0.3055|11.04|0.0001625|0.0003381|0.0005894|0.003572|0.001418|23.13|1.762|0.2347|0.9509|0.007985|0.0003619|99.12|0.01351|39.72|6.118|0.6716|4.159|0.0002598|0.0001045|0.0008698|8.371|0.1046|0.0007444|0.0006311|0.001933|0.08247|0.003203|0.02068|0.0521|34.64|48.54|0.002731|0.2843|3.75|0.01104|0.0001048|0.01835|0.4251|0.0007156|0.163|0.001931|21.08|0.0443|2.969|17.01|0.001179|2.71|0.000476|0.0005194|0.1686|0.6745|0.004301|0.9463|0.003922|3.737|78.26|0.001249|0.01556|0.0007912"
4327,9.5026e-01,4.4429e-03,6.5804e-01,7.5431e-04,7.0656e-01,1.2346e-04,35504.17140,1,0.98644,1,"584.1","3.519","8.094"
4328,5.9720e-03,7.6258e-01,3.2452e-01,8.3632e-04,3.1313e-04,1.3662e-05,2.69720,20,0.01335,1,"207.9|463.4|14.65|197.4|520.2|223.1|575.3|203.8|670.5|106.6|533.5|309.9|479.3|338.8|90.71|32.58|275.8|648.2|460.9|615.5","4.243|0.2225|0.6275|1.42|0.6054|0.3301|2.204|5.112|4.939|6.738|0.2958|0.2279|1.982|0.4283|0.2602|0.8333|7.829|1.544|0.6556|9.719","0.0001115|0.000789|0.0004294|0.4354|0.0003641|88.86|0.008133|16.73|0.04099|0.0003702|0.1005|0.000357|0.004905|46.25|0.05884|0.001166|4.881|0.001851|0.01662|22.36"
4329,3.6419e-02,1.2677e-04,4.5859e-01,3.8707e-02,1.5214e-02,2.6925e-05,1.01555,3,0.97864,1,"298.3|212.4|89.93","0.5475|0.4012|0.2499","0.0006815|1.837|0.1809"
4330,1.3181e-01,2.3340e-01,3.6412e-01,2.1665e-01,2.5622e-04,1.7046e-04,25024.86877,67,0.96660,1,"351.3|428|669.2|502.9|656|638.1|249.4|645|487.6|670.2|97|353.1|39.09|541.2|209.1|504.7|546|178|364.1|312.2|308.7|310.9|55.73|692.5|52.61|606.8|86.9|213.1|687.9|292.1|319.9|319.4|144.9|549.2|295.5|577.3|539.4|214.7|361.7|716.4|555.1|533|643|575.1|265.4|717.6|129.8|700.3|273.5|642.1|473.1|149.2|380.2|362.2|493.3|103.6|558.6|465.4|122.2|211.8|209.8|32.49|92.79|193.2|595.1|58.48|104.3","1.989|0.2586|0.8662|2.121|0.771|3.464|0.6106|1.197|1.637|4.092|0.2505|1.16|3.472|7.902|6.324|3.503|10.45|9.341|3.183|0.8818|2.081|10.08|5.045|6.435|0.5379|1.085|5.579|8.021|3.177|0.186|4.482|2.645|5.021|0.3175|1.243|0.4564|0.1985|5.745|2.338|0.3805|1.974|0.1862|2.859|2.593|2.981|8.408|0.2334|1.118|1.054|1.405|1.612|1.788|8.032|10.37|9.82|5.416|0.5944|11.94|0.2789|0.7525|1.199|1.882|8.85|2.109|1.948|0.3167|1.067","68.8|1.717|0.1228|0.124|34.67|0.003275|0.1693|0.02648|10.3|0.008556|0.01056|17.28|0.00087|0.03442|0.1527|0.004274|2.228|0.0001704|15.49|0.0002194|1.772|0.00126|0.03585|0.0341|0.821|0.0008783|1.167|88.64|0.007207|2.632|4.144|0.002297|2.904|0.0004398|2.198|0.0002519|0.01104|0.02523|2.571|0.03687|45.69|0.0002724|0.8552|36.46|0.0001935|0.00476|0.0006837|0.002235|0.0002567|9.152|0.001096|47.83|40.59|92.12|0.08629|0.0001485|0.1741|0.00101|19.08|0.09243|0.5055|80.46|53.77|0.1547|0.0001378|0.01519|42.07"
4331,1.0487e+00,3.2574e-03,1.5728e+00,2.5949e-01,2.1249e-01,1.0229e-04,9.77444,26,0.94526,1,"208.7|91.27|311.5|80.49|512.7|129.9|555.3|553.5|140.8|147.2|59.89|619.5|309.7|500.6|519.3|619.2|569.8|572|671.9|653.8|465.5|142.9|18.47|455.6|625.1|497","0.4265|2.477|0.7104|10.54|4.501|4.115|1.144|0.77|2.99|7.649|0.7946|0.4742|2.411|0.3421|2.654|1.273|0.3921|10.4|1.146|3.529|2.526|1.991|2.997|8.183|0.3042|0.5176","0.1646|3.246|9.694|0.05567|7.665|0.9634|0.0004457|40.3|13.63|0.001508|0.0001594|0.0002667|0.0004926|0.003867|0.008049|0.3699|3.069|0.02105|40.08|0.0004809|0.0001969|28.19|31.78|0.000469|0.2219|0.6912"
4332,8.6653e-02,1.2139e-03,6.7701e-01,1.8519e-04,7.3151e-01,1.7801e-02,1.81074,33,0.97107,1,"506.9|107.5|575.6|528|712.2|364.4|152.3|133.1|560|355.4|490.4|38.74|123.4|334.7|179.1|299.3|204|82.16|179.5|521.4|198.3|487.7|478.4|121.1|532|616.1|8.4|402|653.6|3.552|172.3|234.6|656","0.6131|0.2117|6.595|1.838|2.707|0.5391|2.826|6.387|1.391|0.1914|0.2389|2.626|0.9372|0.6574|0.3555|1.3|1.026|5.337|4.944|3.611|10.86|0.2878|1.468|1.629|0.5892|0.5196|1.469|0.4177|3.207|1.815|2.71|2.91|1.798","0.001264|0.007439|0.0288|12.22|0.1162|43.51|91.36|0.0001924|0.03645|2.083|0.0004688|0.0007161|0.108|2.053|0.5213|0.001209|2.454|0.001715|2.346|0.0127|0.06318|0.0006622|3.5|0.0001524|18.41|0.108|0.0008437|0.1139|0.04388|6.5|0.001566|0.002228|0.004516"
4333,1.4655e+00,1.2911e-03,4.1194e-01,4.5385e-02,1.2487e-03,7.8388e-04,72.11841,1,0.97991,1,"321.6","0.2775","0.0962"
4334,1.1327e-01,1.0649e-03,5.5115e-01,1.5238e-03,5.6288e-03,1.7374e-04,5.07399,1,0.97865,1,"337.2","11.6","0.5957"
4335,1.5730e-02,4.2816e-03,1.4635e-01,5.3597e-02,3.0133e-01,1.1079e-05,1.20916,75,0.21448,1,"100.8|663.8|187.7|468.2|146.9|518.6|708.9|557.7|222.9|259.1|395.6|655.3|630.9|464.8|662.6|281.5|572|677.7|500.6|225.7|207.1|104.7|304.2|424.9|326|29.42|52.73|386.5|493.4|354.3|506.8|433.5|27.36|423.7|641.6|456.2|361.1|295.1|72.11|225.1|25.06|6.535|411.7|44|382.8|233.2|522.3|207.4|600|343.6|659.9|25.79|687.9|527.8|228|38.01|242.3|24.77|417.1|575.5|148|578|345.6|236.7|289.4|586.2|238.2|303|576.8|486.2|325.7|56.32|126.2|375.7|355","8.754|1.246|9.57|0.3279|0.5941|0.1773|0.5982|1.292|2.757|0.9802|1.131|0.3625|3.268|1.131|0.2941|0.4905|0.1788|2.566|0.4104|0.2735|0.1996|0.3386|1.931|0.3216|4.319|7.735|0.7388|11.51|3.568|1.4|5.038|11.52|0.8171|4.664|0.996|1.582|2.687|3.388|0.5139|2.553|2.134|2.586|1.936|5.052|3.216|1.152|0.2608|1.295|2.922|2.742|0.5485|3.739|0.5056|4.812|6.208|5.022|2.023|1.974|0.7328|5.107|0.3212|0.3415|1.993|0.1839|1.336|1.626|5.667|5.493|2.676|8.66|0.4292|0.2659|1.566|1.949|0.1701","0.000474|2.773|0.009627|0.07024|7.358|1.171|17.04|0.1797|87.56|0.4461|9.012|0.0001206|0.0004127|0.0035|0.0006284|99.31|14.07|0.6856|0.05753|31.66|5.951|0.0001109|0.002909|24.45|0.02441|1.3|0.007533|1.569|0.5316|0.2076|18.74|0.003631|2.255|0.0001415|0.5032|0.005127|0.08816|96.95|1.428|0.08828|0.03993|0.07924|1.492|0.006345|0.02214|3.39|83.87|0.0004454|0.1156|0.0002568|91.48|0.0001158|2.874|0.0004592|0.001503|0.1008|0.001626|0.0004064|0.001051|1.195|0.06054|0.1563|0.0322|4.083|0.0003837|3.217|0.006827|26.17|0.004917|0.165|23.6|0.05472|0.6171|0.5469|0.5728"
4336,1.0163e-02,2.7111e-04,2.7478e-01,9.8840e-04,1.2009e-04,4.8090e-04,1.15055,1,0.99101,1,"117.4","2.535","0.002439"
4337,1.0003e-01,8.0340e-03,2.6230e+00,1.9486e-02,6.3897e-04,3.4440e-04,19.14903,95,0.64400,1,"261.2|639|183.8|335.4|677.4|89.84|690.3|26.97|208.5|707.3|555.7|606.2|196.6|243.8|535.7|294.2|3.152|93.59|274.5|252|479.4|572.1|167|667.6|434.8|175.3|645.4|129|429.9|681.9|608.8|527.4|370.1|233|433.4|190.8|564|456.8|443|545|165.6|719.5|480.8|173.1|178.5|508.9|90.44|382.8|571.1|18.41|107.8|80.62|25.97|228.6|564.3|260.4|543.4|249.8|515.9|97.57|531.5|513.7|507|402.3|472.1|500.6|206.2|2.218|213.9|573.1|669.2|75.23|644.1|118|706.1|2.224|643.6|277.4|47.94|706.9|639.3|571.1|210.8|376.1|441.6|94.76|277.7|531|345.7|681.7|580.3|32.84|27.78|448.9|137.8","8.254|1.511|3.997|2.777|9.766|0.4989|5.871|0.1813|6.383|0.3289|0.3494|0.6322|1.724|1.008|2.162|0.7461|0.5305|0.4179|4.393|1.672|0.477|0.2065|0.2251|6.427|2.347|0.4585|9.253|3.764|3.939|2.927|0.5848|2.093|1.343|0.6247|4.385|8.402|1.511|0.5827|1.081|0.2579|0.4403|8.967|1.36|1.818|0.2063|0.2872|0.7169|0.244|2.897|0.6107|0.2433|0.2581|11.25|4.964|1.625|2.636|0.9852|2.76|0.8346|1.552|0.2695|5.701|0.6398|2.512|0.4964|6.284|7.694|3.461|0.2981|0.2661|2.841|10.26|7.117|9.551|2.905|0.5315|0.5246|3.212|0.8579|6.914|9.348|1.303|1.762|0.9785|3.859|0.1862|0.9081|0.6845|0.714|0.8141|1.145|0.7192|0.4233|2.668|0.3345","0.00255|30.93|0.004191|0.5525|0.001086|0.0002115|0.02168|0.0001725|0.4094|4.131|0.009446|0.0005314|0.06037|0.003145|20.42|0.004892|19.04|0.01029|41.46|1.123|0.003256|0.0151|0.3203|0.4528|0.008487|30.97|0.1004|0.0002211|0.005324|0.002498|0.0002235|0.00166|86.57|11.9|0.1834|0.28|4.794|6.302|0.001866|0.002283|63.63|0.3727|0.04758|0.6875|6.521|2.495|14.28|0.3528|0.01914|0.005072|9.296|0.896|0.1141|0.002409|0.0006915|0.000198|0.005956|93.4|0.108|0.0359|0.08346|20.67|0.02308|0.6382|2.037|0.1243|0.005977|0.004571|0.1476|0.002363|0.006697|0.01577|7.537|0.003561|0.03135|14.52|0.00691|0.2233|0.005395|0.1684|0.0001743|0.001887|0.3428|4.366|0.0001938|2.435|12.1|61.85|0.09551|0.0001501|0.02838|0.0001868|0.001131|15.7|8.734"
4338,4.3437e+00,9.1352e-04,1.4891e+00,2.0155e-03,8.4587e-02,2.1668e-02,5649.79771,1,0.28022,1,"82.73","0.6411","34.67"
4339,1.2484e-02,1.3542e-03,1.1941e-01,5.2964e-03,1.2273e-01,3.7141e-04,1.32215,3,0.99267,1,"383.1|446.8|26","11.01|1.209|8.243","0.0002506|0.07053|7.25"
4340,4.4694e+00,2.4397e-04,6.4912e+00,1.1584e-03,3.6342e-01,5.8000e-04,217.36856,2,0.98599,1,"318.8|98.75","1.377|9.881","0.00454|0.0001232"
4341,3.4543e-02,1.5177e-03,2.8916e-01,1.8897e-04,2.8504e-02,2.5650e-04,2.87938,5,0.84714,1,"348.7|62.34|591.4|511.9|404.9","1.409|2.62|3.1|6.124|3.456","0.003032|0.07736|0.0002375|0.4234|0.03334"
4342,1.4672e-02,9.1027e-02,5.6935e-01,1.6962e-03,1.2786e-03,1.0153e-03,7.21964,24,0.98526,1,"160.7|341.1|18.83|531.8|12.35|531.3|640.1|640.7|234.8|210.1|269.6|188.7|566|179.5|109.2|272.6|488.9|552.2|534|116.4|1.306|611.5|220.1|634","2.405|6.204|0.4526|0.2162|3.045|7.571|6.836|1.968|0.3233|0.243|4.642|2.007|0.2|2.779|0.4387|1.002|2.062|0.2014|0.2234|1.566|1.079|3.374|0.8904|6.092","0.004542|0.003625|0.0004624|39.75|70.38|0.003892|0.06271|0.3725|0.106|0.001548|37.58|0.001055|29.46|0.01002|0.0001534|2.328|0.04308|0.001897|0.1875|0.0001534|1.671|0.004724|0.0001606|0.0003901"
4343,1.2567e-01,1.7665e-04,1.0062e+00,7.3502e-03,6.1453e-01,2.1633e-05,1.45929,6,0.50029,1,"570|105.8|160.9|202.3|123.3|678.9","5.173|0.2122|8.418|0.283|8.919|0.2142","0.005283|0.003578|28.7|0.006995|6.061|0.001444"
4344,7.4951e-02,3.1638e-03,5.3800e+00,4.6925e-03,1.4265e-03,5.4864e-05,7.43905,2,0.35717,1,"423.6|442.7","0.771|1.705","1.922|0.2057"
4345,2.0667e-03,3.6860e-02,2.5711e-01,4.3871e-04,4.9941e-02,1.2423e-05,1.38286,24,0.03102,1,"191.6|395.7|249.8|75.95|98.52|665.3|28.9|234.1|618.9|310.5|638.5|574|346.5|272.3|342.8|277.5|86.89|59.13|195.2|292.3|309.2|0.9381|573.9|565.3","3.445|3.773|7.911|0.9796|0.4664|3.147|2.109|5.69|11.04|0.2498|2.28|0.2185|1.001|0.2277|0.177|0.2188|0.1725|0.7633|0.3839|0.4784|1.571|8.158|2.025|5.098","8.841|16.52|0.0003963|0.02187|1.766|0.7788|0.002566|1.455|0.1144|0.0002574|56.17|0.001037|0.4961|0.2123|0.267|0.0001589|0.001778|2.058|13.72|0.05433|0.0001727|21.5|0.0006408|0.08324"
4346,6.1800e-03,7.0034e-02,1.9509e+00,6.9256e-04,8.4549e-01,5.7212e-04,2.36882,29,0.00744,1,"638.8|48.03|516.3|60.6|244.6|337|212.2|669.1|46.76|253.5|386.4|414.5|220.5|60.73|559.6|503.2|421.3|682|60.05|196.4|194.2|415.7|111.7|645.4|287.6|553.9|344|277|42.49","3.66|1.835|3.761|0.7141|0.3789|0.6804|0.2509|3.168|3.677|0.5274|0.7921|1.814|0.3262|0.6558|2.265|1.594|2.881|2.442|3.429|7.341|0.4943|1.332|1.601|4.081|2.022|5.711|10.36|6.208|0.9945","0.0008683|0.01006|0.1595|0.0005934|0.001791|0.08444|0.000252|0.3885|0.0002656|0.1401|1.305|0.0006899|0.2066|34.4|0.02261|2.688|86.17|0.001723|16.18|0.03858|0.009259|0.02939|0.8514|0.0005296|0.0007578|0.009354|0.2723|0.004037|9.477"
4347,3.4002e-02,2.8114e-04,1.6670e-01,1.8877e-02,3.1674e-03,1.1163e-04,1.06551,21,0.07382,1,"678.9|58.91|592|284.3|20.43|689.7|49.96|713|44.08|176.1|393.2|494.4|578.5|58.47|553.6|164.5|252.2|491.9|155.2|375.7|369.4","0.2614|6.851|1.727|0.5539|4.959|0.3582|1.085|0.3911|10.22|0.5836|0.2577|4.745|0.7583|0.2227|1.151|1.236|1.67|0.2471|0.2056|0.6246|0.2092","8.978|0.8282|0.0008718|0.04754|18.41|0.0005818|0.0178|0.005594|22.99|17.37|0.0001066|95.99|0.0008215|0.005016|1.649|1.351|0.07567|0.0004794|52.45|0.0003746|0.02229"
4348,5.5040e-02,1.4881e-04,1.3880e-01,5.4159e-03,4.4276e-01,4.6408e-04,1.14750,3,0.00981,1,"402.7|620.3|334.1","1.705|7.098|0.3267","0.0001056|1.564|0.0001305"
4349,1.7472e-02,2.3862e-01,4.2423e+00,4.5666e-03,2.1716e-04,6.9652e-05,14.74447,2,0.82281,1,"447.9|34.29","10.13|0.9155","45.53|0.004823"
4350,5.4237e-03,2.2068e-04,2.0988e-01,1.3243e-04,1.3675e-02,4.1016e-04,1.12721,2,0.11649,1,"349.1|468.2","4.709|5.229","2.123|0.2456"
4351,4.9632e-03,4.4121e-03,2.5111e-01,2.2379e-04,6.9077e-02,2.3225e-05,1.62433,19,0.97952,1,"424.6|110.1|440.7|129|477.4|602.5|513.9|201.1|130.1|682.1|521.7|67.49|487.4|410.9|109.3|185.1|65.38|181.4|601.1","9.676|11.14|9.251|0.8909|1.413|0.2501|1.242|0.5426|0.3189|3.689|1.301|1.293|2.031|1.555|0.1977|3.488|6.531|0.8257|0.3043","0.001552|0.004456|7.267|0.000114|0.1743|0.0002163|5.236|1.279|53.2|0.001382|0.0374|0.1989|16.5|0.02811|0.1543|22.33|2.53|6.751|31.94"
4352,2.2278e-02,1.6935e-01,4.9926e+00,1.7184e-01,4.6022e-04,3.1478e-05,7.63468,2,0.34097,1,"250.5|479.2","0.1869|0.5994","0.05316|0.0001109"
4353,5.8312e-01,5.1209e-03,6.6227e-01,5.8400e-04,6.7032e-01,1.5727e-02,1668.25558,4,0.05512,1,"288.6|377.5|321.7|524.9","0.275|2.878|5.021|0.5279","0.2061|5.678|3.984|0.003345"
4354,9.2856e+00,8.0676e-04,6.4504e-01,2.8490e-01,2.9985e-03,2.8920e-04,61.40992,89,0.22878,1,"214.9|678.3|601|387.2|489.2|328|603.8|489.4|665.3|102.4|63.86|642.2|174.5|68.6|494.9|694.1|581.8|142|438|395.6|381.2|96.18|320.6|449.8|127.4|328.5|132.5|52.35|236.1|212.3|182.8|662.6|643.8|246.1|87.12|592.4|387|665.4|396.8|212.7|343.5|85.11|165.6|160.3|213.7|1.093|384.1|224.7|563.4|39.34|391.9|527.4|59.6|656.2|390.9|345.5|529.7|415.4|411.9|41.38|302.6|525.3|484|352|653.1|332.7|320.7|343.9|490|64.43|541.5|690.2|237.8|411.1|482|643.5|544.8|288.6|39.57|453.6|510.1|108.1|74.69|377.4|659.7|132.9|332.7|606.5|307.8","9.78|10.88|0.2272|0.2505|11.29|8.603|0.6285|0.2294|5.966|0.7639|0.375|0.4015|3.184|0.5075|2.464|1.187|1.923|6.261|0.2995|0.2969|0.2964|1.384|0.19|6.38|0.2889|1.301|0.3548|1.634|11.57|0.1801|3.615|2.181|10.95|1.503|0.6612|2.259|0.9725|2.499|0.3542|0.3057|5.359|3.649|6.042|1.655|3.851|1.263|2.686|0.5134|0.2842|3.042|11.61|10.16|0.8372|3.023|0.7749|9.781|0.5708|5.82|3.007|2.614|1.665|1.192|2.732|0.4864|10.07|6.198|0.8038|2.798|1.696|0.2237|1.058|1.552|1.88|0.213|0.4118|0.273|1.223|0.6859|1.58|3.405|9.031|7.728|0.6769|3.138|0.719|3.367|5.129|0.8977|7.087","0.6142|3.854|13.96|0.7073|12.89|0.0001414|82.48|0.3148|24.15|0.1262|0.0001224|0.1102|0.04233|0.07133|0.06852|0.05233|12.92|0.0009149|0.1442|0.004705|0.07115|2.236|5.321|0.8129|51.77|0.03675|55.05|0.007172|3.775|0.3104|0.001434|71.96|0.004934|0.2165|0.0319|0.0002996|0.07856|0.04034|13.64|0.1134|0.254|0.009019|0.1471|0.0007191|4.352|0.2806|0.001544|33.45|23.88|0.0002928|4.861|0.01275|0.0008333|0.003481|0.0002477|0.9975|0.0001615|40|2.694|0.0006987|0.03022|0.006818|10.8|0.4744|0.0002705|8.638|71.36|23.05|7.45|0.0002239|0.09568|0.005671|0.2113|0.002898|0.1685|79.93|1.22|0.02712|0.002278|0.0001559|9.601|72.34|0.00023|0.053|1.113|25.4|0.03136|0.0009744|0.0006614"
4355,7.2521e-03,1.5474e-02,1.0030e+00,9.1147e-04,3.3250e-03,2.1091e-04,2.32782,1,0.81926,1,"177.1","11.03","11.83"
4356,7.3587e-01,1.3174e-02,3.7210e+00,1.7728e-02,6.1254e-04,4.3926e-03,924293.31116,5,0.01066,1,"653.2|181.1|322.5|126.9|546.6","0.8482|0.4562|1.703|0.3095|3.636","2.454|0.0004961|0.011|0.7279|0.0004658"
4357,2.8364e-01,4.3830e-03,8.6159e-01,2.3087e-03,1.0250e-02,4.6039e-03,145.07562,6,0.03381,1,"218.7|450.9|608|248.8|648.5|299.6","1.187|4.641|11.36|3.398|11.48|1.19","26.93|0.3508|4.699|0.4812|5.979|0.0001022"
4358,4.5966e-01,5.3665e-04,8.2950e+00,5.7475e-04,1.2068e-01,8.4047e-03,6.85494,5,0.00946,1,"461.1|125.9|630.1|254.9|33.47","1.808|9.407|0.4082|2.739|0.3336","28.05|0.0009496|0.0001292|31.2|6.903"
4359,9.2024e-01,4.7368e-03,1.2472e-01,6.6603e-03,4.2620e-03,1.6204e-05,26216.74119,21,0.88337,1,"698.7|420.7|623.9|296.7|252.1|117.1|527.1|13.7|61.44|507.6|698.7|346.8|670.2|537.1|164.2|517.8|153.8|229|359|711.2|142.4","0.9097|0.5807|0.2895|0.4898|0.3454|2.683|0.8713|0.563|1.705|1.26|2.398|0.6904|2.617|0.2847|0.6832|1.994|0.4373|0.8314|0.27|5.576|2.505","58.54|0.02746|0.789|0.02489|0.009793|0.03728|0.02622|0.1957|0.0002697|7.149|0.0003113|0.853|0.0005752|0.0007775|3.134|0.08174|0.06144|38.68|47.8|24.7|17.05"
4360,2.3323e-01,2.3977e-02,1.1484e+00,2.3223e-04,3.6227e-02,5.8990e-04,41600.49717,1,0.89793,1,"611.4","0.2261","0.0116"
4361,5.1681e-02,1.0371e-02,3.2257e+00,2.4878e-01,3.0431e-01,1.3317e-05,1.55238,9,0.99217,1,"677|713.1|540.2|127.6|452.6|394.9|648.6|696.8|129.8","7.476|0.8845|0.5879|1.134|2.266|10.86|11.4|0.9628|0.1811","0.001662|0.007977|0.003898|0.009354|3.781|0.002407|0.01226|0.0003858|54.23"
4362,5.8250e-01,1.9578e-04,2.5600e-01,2.1581e-04,1.9747e-03,8.5428e-03,3.21413,13,0.63437,1,"261.1|427.2|197.1|634.4|615.2|87.04|666.4|414.9|184.5|13.91|560.7|157.1|461.7","3.603|4.752|1.77|4.852|2.237|4.523|0.2973|0.2337|0.6528|3.441|0.1748|0.4322|0.4258","0.0008038|0.002058|13.54|11.37|0.0002414|0.3142|0.00011|0.01042|76.82|0.0007779|1.786|41.67|42.05"
4363,2.3508e-02,7.3090e-01,5.1851e+00,4.5820e-02,3.9129e-04,7.3996e-05,37.26208,31,0.73771,1,"529.8|259.3|485.2|335.8|481.1|172.9|640.1|612.6|131.9|663|231.6|537.9|588|483.5|608.8|332.8|356.5|349.7|419.9|572.9|706.9|406|683.6|241|196.3|658.5|661.4|672.3|643.1|505.5|80.74","0.5963|0.2246|0.7524|2.972|10.1|1.856|0.2386|4.936|0.3093|5.598|0.6682|4.22|2.264|6.188|2.488|0.2993|1.733|0.3209|2.722|0.5578|2.714|2.996|8.603|0.2345|0.8313|0.1771|4.626|1.695|1.168|0.1998|0.1849","0.006909|0.7128|0.002172|9.734|0.00747|0.1138|1.658|4.638|23.89|29.51|1.918|0.0006057|0.003548|6.217|36.72|0.2158|0.0001795|0.0006343|0.0001494|0.0003601|0.002566|0.0001125|17.55|51.45|0.2505|5.929|0.1931|0.000964|0.0244|0.05583|0.0002998"
